id;Município;Ano;COB_SUS;POP_60+;pop_60_porc;POP_TOT;POP_3059;pop_3059_porc;pop_ratio;IDH_MUN;COB_BFA;COB_SAN;LEIT_porc_MUN;MED_porc_MUN;UBS_porc_MUN;DESP_CAP;PIB_CAP
27;Poá;2014;71.03;11403;0.101225932;112649;46361;0.41;0.512778631;;;;0.27;0.52;1.24;688.18;36316.09
27;Poá;2015;72.89;11966;0.105275197;113664;47061;0.41;0.519311303;;;;0.29;0.5;1.23;701.43;38909.52
27;Poá;2016;73.88;12572;0.109662169;114643;47811;0.42;0.52670464;;;;0.31;0.51;1.22;861.35;39628.92
27;Poá;2017;74.33;13196;0.114165088;115587;48514;0.42;0.533883568;;;;0.3;0.43;1.21;832.5;37374.78
27;Poá;2018;74.98;13835;0.118724792;116530;49175;0.42;0.540719128;;78.18;;0.3;0.51;1.2;811.26;
27;Poá;2019;75.89;14479;0.123275891;117452;49783;0.42;0.547134148;;;;0.31;0.47;1.19;1049.09;
27;Poá;2020;76;15131;0.127850679;118349;50346;0.43;0.553253513;;;;0.3;0.52;1.18;;
28;Ribeirão Pires;2000;71.85;7702;0.072368174;106428;39701;0.37;0.445399707;0.699;;81.34;;;;120.91;
28;Ribeirão Pires;2001;70.37;8045;0.074838602;107498;40644;0.38;0.452929357;;;;;;;141.88;
28;Ribeirão Pires;2002;72.45;8385;0.077281818;108499;41594;0.38;0.46064019;;;;;;;145.79;6719.23
28;Ribeirão Pires;2003;71.72;8730;0.079755162;109460;42555;0.39;0.468527316;;;;;;;135.55;7478.52
28;Ribeirão Pires;2004;67.17;9090;0.082328753;110411;43520;0.39;0.476492378;;;;;;;149.09;8327.07
28;Ribeirão Pires;2005;63.24;9476;0.085094155;111359;44503;0.4;0.484729568;;;;0.4;0.48;0.72;194.29;8932.41
28;Ribeirão Pires;2006;57.45;10011;0.08916182;112279;45328;0.4;0.492870439;;;;0.4;0.61;0.8;219.37;9838.33
28;Ribeirão Pires;2007;52.68;10576;0.093451503;113171;46164;0.41;0.501365191;;;;0.4;0.63;0.8;264.14;11393.3
28;Ribeirão Pires;2008;49.74;11194;0.098129284;114074;47004;0.41;0.510177604;;;;0.39;0.64;0.79;296.38;12230.76
28;Ribeirão Pires;2009;50.76;11857;0.103108831;114995;47838;0.42;0.519109527;;;;0.39;0.69;0.78;391;12799.84
28;Ribeirão Pires;2010;50.38;12547;0.108248712;115909;48663;0.42;0.528086689;0.771;;98.49;0.39;0.65;0.78;350.31;15963.68
28;Ribeirão Pires;2011;49.85;13230;0.113316146;116753;49464;0.42;0.536979778;;;;0.43;0.49;0.77;457.51;17824.61
28;Ribeirão Pires;2012;50.72;13936;0.118497356;117606;50255;0.43;0.545813989;;;;0.43;0.75;0.77;542.34;19351.46
28;Ribeirão Pires;2013;49.34;14671;0.123857122;118451;51044;0.43;0.554786367;;;;0.42;0.55;0.84;630.51;22344.31
28;Ribeirão Pires;2014;48.63;15435;0.129382969;119297;51789;0.43;0.563501178;;;;0.42;0.83;0.84;692.02;23708.52
28;Ribeirão Pires;2015;51.34;16227;0.135042692;120162;52482;0.44;0.571803066;;;;0.42;0.62;0.83;578.11;24649.59
28;Ribeirão Pires;2016;51.02;17025;0.140704805;120998;53164;0.44;0.580083968;;;;0.41;0.55;0.83;636.38;25674.72
28;Ribeirão Pires;2017;51.64;17850;0.146549318;121802;53810;0.44;0.588331883;;;;0.41;0.76;0.9;627.29;25950.55
28;Ribeirão Pires;2018;52.27;18694;0.152470903;122607;54401;0.44;0.596173139;;59.67;;0.41;0.77;0.9;726.38;
28;Ribeirão Pires;2019;52.84;19557;0.158493594;123393;54933;0.45;0.603680922;;;;0.41;0.78;0.89;753.35;
28;Ribeirão Pires;2020;53.17;20425;0.164506802;124159;55415;0.45;0.610829662;;;;0.68;0.86;0.89;;
29;Rio Grande da Serra;2000;84.34;2015;0.053344982;37773;12424;0.33;0.382257168;0.718;;93.77;;;;63.62;
29;Rio Grande da Serra;2001;82.88;2136;0.055341089;38597;12943;0.34;0.390678032;;;;;;;63.3;
29;Rio Grande da Serra;2002;82.15;2253;0.057227768;39369;13462;0.34;0.399171937;;;;;;;82.79;3754.73
29;Rio Grande da Serra;2003;84.21;2378;0.059286961;40110;13969;0.35;0.407554226;;;;;;;118.71;4080.69
29;Rio Grande da Serra;2004;78.96;2503;0.061283451;40843;14483;0.35;0.415885219;;;;;;;120.19;4676.64
29;Rio Grande da Serra;2005;73.22;2640;0.063502754;41573;15008;0.36;0.42450629;;;;0;0.51;0;129.67;5387.95
29;Rio Grande da Serra;2006;70.16;2786;0.065890923;42282;15511;0.37;0.432737335;;;;0;0.33;0;121.6;5389.62
29;Rio Grande da Serra;2007;67.4;2943;0.068491238;42969;16006;0.37;0.440992343;;;;0;0.49;0;140.53;5712.78
29;Rio Grande da Serra;2008;69.4;3111;0.071246994;43665;16512;0.38;0.449398832;;;;0;0.39;1.37;180.02;6338.28
29;Rio Grande da Serra;2009;68.81;3293;0.074208451;44375;17030;0.38;0.457983099;;;;0;0.38;1.35;172.6;7784.11
29;Rio Grande da Serra;2010;67.28;3483;0.077264358;45079;17535;0.39;0.466248142;0.784;;98.69;0;0.55;1.33;189.15;8756.5
29;Rio Grande da Serra;2011;65.7;3708;0.081084627;45730;18026;0.39;0.475267877;;;;0;0.39;1.31;208.56;9551.18
29;Rio Grande da Serra;2012;66.93;3942;0.084980706;46387;18523;0.4;0.484295169;;;;0;0.28;1.29;247.66;10021.32
29;Rio Grande da Serra;2013;65.71;4182;0.088906841;47038;19013;0.4;0.493111952;;;;0;0.38;1.91;261.67;11589.03
29;Rio Grande da Serra;2014;65.76;4431;0.09291256;47690;19486;0.41;0.50150975;;;;0;0.52;1.89;310.35;11234.64
29;Rio Grande da Serra;2015;65.74;4688;0.096945634;48357;19946;0.41;0.509419526;;;;0;0.43;1.86;311.6;11399.01
29;Rio Grande da Serra;2016;68.72;4957;0.101163265;49000;20360;0.42;0.516673469;;;;0;0.41;1.63;438.62;12789.98
29;Rio Grande da Serra;2017;69.91;5232;0.105441354;49620;20755;0.42;0.523720274;;;;0;0.44;1.61;402.82;12707.75
29;Rio Grande da Serra;2018;70.29;5516;0.109790808;50241;21129;0.42;0.530343743;;42.27;;0;0.32;1.59;404.14;
29;Rio Grande da Serra;2019;71.23;5802;0.114109271;50846;21479;0.42;0.536541714;;;;0;0.28;1.57;412.88;
29;Rio Grande da Serra;2020;71.87;6092;0.118438448;51436;21799;0.42;0.542246675;;;;0;0.31;1.56;;
30;Salesópolis;2000;91.24;1472;0.100677108;14621;4953;0.34;0.439436427;0.625;;72.96;;;;72.17;
30;Salesópolis;2001;91.7;1502;0.101623816;14780;5088;0.34;0.445872801;;;;;;;82.95;
30;Salesópolis;2002;90.01;1529;0.102424973;14928;5224;0.35;0.452371383;;;;;;;91.52;10235.72
30;Salesópolis;2003;90.1;1559;0.1034437;15071;5361;0.36;0.459159976;;;;;;;92.32;11672.95
30;Salesópolis;2004;90.03;1591;0.104588483;15212;5498;0.36;0.466013673;;;;;;;99.04;11712.01
30;Salesópolis;2005;89.49;1628;0.106037908;15353;5636;0.37;0.473132287;;;;0;1.04;0;131.76;11477.4
30;Salesópolis;2006;89.22;1685;0.108786881;15489;5729;0.37;0.478662276;;;;0;0.45;0;197.37;8933.05
30;Salesópolis;2007;89.03;1746;0.111765459;15622;5826;0.37;0.484701063;;;;0;0.19;0;216.09;13151.65
30;Salesópolis;2008;88.61;1818;0.115384615;15756;5917;0.38;0.490924092;;;;0;0.32;1.27;296.22;6764.27
30;Salesópolis;2009;87.55;1896;0.119305311;15892;6012;0.38;0.49760886;;;;0;0.25;1.26;299.51;7951.63
30;Salesópolis;2010;85.72;1977;0.123346643;16028;6102;0.38;0.504055403;0.749;;85.05;0;0.19;1.25;332.93;8163.48
30;Salesópolis;2011;87.31;2023;0.125239894;16153;6214;0.38;0.509936235;;;;0;0.25;1.24;360.06;8675.89
30;Salesópolis;2012;86.24;2073;0.127334152;16280;6328;0.39;0.516031941;;;;0;0.18;1.23;454.46;9198.67
30;Salesópolis;2013;84.61;2130;0.129838464;16405;6441;0.39;0.522462664;;;;0;0.24;1.22;393.43;10170.02
30;Salesópolis;2014;86.18;2190;0.132478374;16531;6545;0.4;0.528401186;;;;0;0.48;1.21;488.19;11519.86
30;Salesópolis;2015;85.65;2252;0.135182184;16659;6647;0.4;0.534185725;;;;0;0.42;1.2;419.15;11839.59
30;Salesópolis;2016;86.34;2332;0.138950128;16783;6755;0.4;0.541440744;;;;0;0.3;1.19;590.85;12255.13
30;Salesópolis;2017;86.31;2415;0.142874046;16903;6854;0.41;0.548364196;;;;0;0.41;1.18;610.56;12182.52
30;Salesópolis;2018;87.26;2502;0.146986253;17022;6949;0.41;0.555222653;;73.97;;0;0.18;1.17;686.12;
30;Salesópolis;2019;88.66;2590;0.151117335;17139;7035;0.41;0.56158469;;;;0;0.23;1.17;678.74;
30;Salesópolis;2020;88.88;2683;0.155518201;17252;7117;0.41;0.568050081;;;;0;0.23;1.16;;
31;Santa Bárbara d'Oeste;2000;78.65;13512;0.078012506;173203;65875;0.38;0.458346564;0.621;;97.52;;;;95.76;
31;Santa Bárbara d'Oeste;2001;77.55;13965;0.080037368;174481;67134;0.38;0.464801325;;;;;;;96.84;
31;Santa Bárbara d'Oeste;2002;76.25;14418;0.082070606;175678;68410;0.39;0.471476224;;;;;;;109.06;7637.95
31;Santa Bárbara d'Oeste;2003;75.62;14880;0.084150521;176826;69702;0.39;0.478334634;;;;;;;129.34;9096.96
31;Santa Bárbara d'Oeste;2004;72.49;15373;0.086383125;177963;71002;0.4;0.485353697;;;;;;;142.27;10492.07
31;Santa Bárbara d'Oeste;2005;70.34;15908;0.088824367;179095;72318;0.4;0.492621235;;;;0;0.2;0.61;148.39;11785.15
31;Santa Bárbara d'Oeste;2006;67.74;16532;0.091745054;180195;73486;0.41;0.499558811;;;;0;0.21;0.61;180.09;12801.85
31;Santa Bárbara d'Oeste;2007;65.36;17209;0.094940969;181260;74663;0.41;0.506852036;;;;0;0.17;0.66;215.08;14652.58
31;Santa Bárbara d'Oeste;2008;62.53;17968;0.098541187;182340;75834;0.42;0.514434573;;;;0;0.12;0.66;237.87;16148.88
31;Santa Bárbara d'Oeste;2009;60.96;18800;0.102485826;183440;77004;0.42;0.52226341;;;;0;0.1;0.65;267.18;16602.3
31;Santa Bárbara d'Oeste;2010;58.14;19675;0.106621074;184532;78156;0.42;0.530157371;0.732;;98.58;0;0.09;0.65;266.03;19316.42
31;Santa Bárbara d'Oeste;2011;56.56;20682;0.111468624;185541;79367;0.43;0.539228526;;;;0;0.15;0.7;318.6;22561.74
31;Santa Bárbara d'Oeste;2012;56.04;21730;0.116477273;186560;80578;0.43;0.548391938;;;;0;0.17;0.8;440.59;23998.2
31;Santa Bárbara d'Oeste;2013;53.96;22819;0.121655915;187570;81764;0.44;0.557567841;;;;0;0.19;0.8;506.36;27690.25
31;Santa Bárbara d'Oeste;2014;53.53;23955;0.127028317;188580;82892;0.44;0.566587125;;;;0;0.23;0.85;556.44;28596.1
31;Santa Bárbara d'Oeste;2015;55.4;25132;0.132542956;189614;83940;0.44;0.575231787;;;;0;0.25;0.84;623.93;27305.89
31;Santa Bárbara d'Oeste;2016;56.71;26534;0.139204247;190612;84834;0.45;0.584265419;;;;0;0.26;0.94;643.79;28978.46
31;Santa Bárbara d'Oeste;2017;56.45;27978;0.146042782;191574;85665;0.45;0.593206803;;;;0;0.26;0.94;721.55;29495.48
31;Santa Bárbara d'Oeste;2018;57.16;29457;0.152994765;192536;86413;0.45;0.601809532;;;;0;0.26;1.09;692.18;
31;Santa Bárbara d'Oeste;2019;57.64;30962;0.160031012;193475;87074;0.45;0.61008399;;;;0;0.22;1.03;664.68;
31;Santa Bárbara d'Oeste;2020;57.86;32482;0.167097073;194390;87650;0.45;0.617994753;;;;0;0.29;1.08;;
32;Santa Isabel;2000;85.24;3452;0.077496408;44544;15578;0.35;0.427218032;0.688;;73.24;;;;53.08;
32;Santa Isabel;2001;83.01;3610;0.079596066;45354;16067;0.35;0.433853684;;;;;;;62.96;
32;Santa Isabel;2002;84.82;3767;0.081692401;46112;16562;0.36;0.440861381;;;;;;;84.29;7824.34
32;Santa Isabel;2003;83.27;3927;0.083840389;46839;17043;0.36;0.447703837;;;;;;;95.42;8835.09
32;Santa Isabel;2004;84.87;4093;0.086061524;47559;17534;0.37;0.454740428;;;;;;;170.16;9195.55
32;Santa Isabel;2005;85;4273;0.088510057;48277;18031;0.37;0.462000539;;;;0;0.25;2.49;221.19;8674.13
32;Santa Isabel;2006;85.28;4490;0.091683172;48973;18490;0.38;0.469238152;;;;0;0.22;2.45;251.17;9274.36
32;Santa Isabel;2007;84.91;4719;0.095049146;49648;18949;0.38;0.476716081;;;;0;0.22;2.42;293.64;10309.24
32;Santa Isabel;2008;86.04;4972;0.098784074;50332;19409;0.39;0.48440356;;;;0;0.22;1.99;355.06;13855.01
32;Santa Isabel;2009;85.94;5244;0.102765094;51029;19868;0.39;0.492112328;;;;0;0.27;1.96;384;15974.66
32;Santa Isabel;2010;86.23;5528;0.106881151;51721;20324;0.39;0.499835657;0.781;;68.78;0;0.19;1.74;461.08;18839.51
32;Santa Isabel;2011;84.36;5804;0.110847976;52360;20796;0.4;0.50802139;;;;0;0.15;1.72;408.58;19330.14
32;Santa Isabel;2012;79.03;6092;0.114930385;53006;21266;0.4;0.516130249;;;;0;0.23;1.89;492.82;22834.66
32;Santa Isabel;2013;80.96;6393;0.119170115;53646;21732;0.41;0.524270216;;;;0;0.19;1.86;558.89;25414.89
32;Santa Isabel;2014;80.42;6706;0.123530929;54286;22181;0.41;0.532126147;;;;0;0.18;2.03;606.85;27907.78
32;Santa Isabel;2015;81.33;7032;0.127991846;54941;22608;0.41;0.539487814;;;;0;0.27;2;576.24;27708.7
32;Santa Isabel;2016;82.14;7372;0.132654347;55573;23058;0.41;0.547568064;;;;0;0.18;1.8;590.14;24108.72
32;Santa Isabel;2017;82.72;7723;0.137463956;56182;23475;0.42;0.55530241;;;;0;0.21;1.78;665.94;25184.79
32;Santa Isabel;2018;83.8;8085;0.1423616;56792;23875;0.42;0.562755318;;97.26;;0;0.25;1.76;802.63;
32;Santa Isabel;2019;83.92;8452;0.14728331;57386;24251;0.42;0.569877671;;;;0;0.35;1.74;711.03;
32;Santa Isabel;2020;83.77;8823;0.152209916;57966;24600;0.42;0.576596626;;;;0;0.28;1.9;;
33;Santana de Parnaíba;2000;62.08;3495;0.045864336;76203;27142;0.36;0.402044539;0.628;;33.69;;;;117.6;
33;Santana de Parnaíba;2001;64.53;3868;0.048234839;80191;28887;0.36;0.408462296;;;;;;;142.31;
33;Santana de Parnaíba;2002;70.76;4235;0.050462924;83923;30563;0.36;0.414641993;;;;;;;171.52;21581.87
33;Santana de Parnaíba;2003;69.31;4598;0.052544368;87507;32197;0.37;0.420480647;;;;;;;216.93;25943.07
33;Santana de Parnaíba;2004;67.55;4969;0.054573211;91052;33831;0.37;0.426130123;;;;;;;259.73;31489.44
33;Santana de Parnaíba;2005;61.63;5357;0.056637486;94584;35473;0.38;0.431679777;;;;0;0.55;0;282.12;34109.54
33;Santana de Parnaíba;2006;59.71;5928;0.060479922;98016;37368;0.38;0.4417238;;;;0;0.56;0;311.15;36413.88
33;Santana de Parnaíba;2007;58.27;6513;0.064270067;101338;39231;0.39;0.451400264;;;;0;0.46;0;381.61;42693.72
33;Santana de Parnaíba;2008;57.2;7132;0.06811388;104707;41119;0.39;0.460819238;;;;0;0.63;0.76;413.44;42625.22
33;Santana de Parnaíba;2009;56.45;7783;0.071970187;108142;43027;0.4;0.469845204;;;;0.26;0.55;0.74;463.14;42486.28
33;Santana de Parnaíba;2010;53.41;8452;0.075770751;111547;44924;0.4;0.478506818;0.738;;42.6;0.25;0.6;0.72;590.44;42436.15
33;Santana de Parnaíba;2011;55.25;9314;0.081206679;114695;46560;0.41;0.487152884;;;;0.24;0.79;0.78;805.3;51467.29
33;Santana de Parnaíba;2012;54.7;10191;0.086456725;117874;48204;0.41;0.49540187;;;;0.17;0.76;0.85;939.62;54268.39
33;Santana de Parnaíba;2013;53.27;11084;0.091584383;121025;49827;0.41;0.503292708;;;;0.13;0.83;0.83;1010.16;59685.54
33;Santana de Parnaíba;2014;52.02;12000;0.096636253;124177;51427;0.41;0.510778969;;;;0.13;0.88;0.81;1107.79;70313.1
33;Santana de Parnaíba;2015;54;12944;0.101598863;127403;52984;0.42;0.517476041;;;;0.27;1.12;0.78;1134.82;64661.3
33;Santana de Parnaíba;2016;56.42;14092;0.107971436;130516;54625;0.42;0.526502498;;;;0.27;0.9;0.84;1251.46;65211.28
33;Santana de Parnaíba;2017;57.52;15252;0.114232645;133517;56191;0.42;0.53508542;;;;0.26;0.9;0.82;1186.68;66281.78
33;Santana de Parnaíba;2018;58.17;16429;0.120343986;136517;57704;0.42;0.543031271;;82.05;;0.26;0.92;0.73;1313.16;
33;Santana de Parnaíba;2019;58.97;17612;0.126298881;139447;59138;0.42;0.55038832;;;;0.22;1.1;0.86;1521.68;
33;Santana de Parnaíba;2020;59.52;18797;0.132093239;142301;60479;0.43;0.557100793;;;;0.29;1.25;0.91;;
34;Santo André;2000;53.42;68126;0.103024217;661262;257704;0.39;0.49273964;0.713;;90.32;;;;118.01;
34;Santo André;2001;51.96;70150;0.105506491;664888;260876;0.39;0.49786731;;;;;;;124.84;
34;Santo André;2002;54.25;72178;0.108005303;668282;264172;0.4;0.503305491;;;;;;;135.59;12978.26
34;Santo André;2003;57.41;74220;0.110521919;671541;267579;0.4;0.508977114;;;;;;;161.79;15288.08
34;Santo André;2004;54.44;76409;0.113237942;674765;271023;0.4;0.514893333;;;;;;;182.14;17187.71
34;Santo André;2005;51.43;78771;0.116185357;677977;274506;0.4;0.521075199;;;;0.38;0.53;0.47;228.08;17966.6
34;Santo André;2006;45.73;80958;0.118864127;681097;278265;0.41;0.527418268;;;;0.37;0.59;0.48;253.89;19012.47
34;Santo André;2007;40.57;83378;0.121876457;684119;282037;0.41;0.534139528;;;;0.45;0.56;0.5;293.29;20956.63
34;Santo André;2008;41.06;86206;0.125448571;687182;285729;0.42;0.541246715;;;;0.44;0.57;0.49;372.11;22111.34
34;Santo André;2009;41.9;89409;0.129521009;690305;289348;0.42;0.548680656;;;;0.41;0.56;0.49;386.93;23476.87
34;Santo André;2010;42.02;92786;0.133812709;693402;292929;0.42;0.55626462;0.814;;94.48;0.41;0.58;0.5;439.92;28342.45
34;Santo André;2011;41.09;96072;0.137981947;696265;296379;0.43;0.563651771;;;;0.41;0.53;0.5;493.18;32063.69
34;Santo André;2012;41.9;99548;0.142383306;699155;299791;0.43;0.571173774;;;;0.48;0.58;0.53;517.09;35066.67
34;Santo André;2013;39.25;103218;0.14702979;702021;303098;0.43;0.578780407;;;;0.61;0.74;0.53;594.16;39191.87
34;Santo André;2014;38.92;107073;0.151900943;704887;306189;0.43;0.586281205;;;;0.63;0.73;0.51;620.41;39112.34
34;Santo André;2015;38.76;111126;0.15699732;707821;308934;0.44;0.593455125;;;;0.64;1.1;0.51;653.18;37028.47
34;Santo André;2016;40.44;115051;0.161894992;710652;311444;0.44;0.600146063;;;;0.61;1.15;0.51;775.7;39050.39
34;Santo André;2017;41.23;119170;0.167049819;713380;313722;0.44;0.606818246;;;;0.59;1.16;0.49;706.51;39876.21
34;Santo André;2018;40.72;123447;0.172385768;716109;315683;0.44;0.613216703;;67.18;;0.6;1.09;0.49;723.53;
34;Santo André;2019;40.5;127849;0.177871178;718773;317332;0.44;0.619362441;;;;0.68;1.28;0.47;786.92;
34;Santo André;2020;40.87;132329;0.183441738;721368;318681;0.44;0.62521487;;;;1.06;1.32;0.5;;
35;São Bernardo do Campo;2000;38.12;49212;0.068733572;715982;275821;0.39;0.453968117;0.74;;87.11;;;;201.48;
35;São Bernardo do Campo;2001;41.95;51593;0.071287142;723735;281058;0.39;0.459630942;;;;;;;195.76;
35;São Bernardo do Campo;2002;47.21;53963;0.073821702;730991;286344;0.39;0.465541983;;;;;;;204.48;21390.1
35;São Bernardo do Campo;2003;50.67;56361;0.076374162;737959;291678;0.4;0.471623762;;;;;;;244.64;26193.52
35;São Bernardo do Campo;2004;45;58883;0.079053395;744851;297048;0.4;0.477855303;;;;;;;285.53;30068.15
35;São Bernardo do Campo;2005;44.46;61590;0.081932429;751717;302491;0.4;0.484332535;;;;0.2;0.32;0.4;283.57;32989.06
35;São Bernardo do Campo;2006;44.88;64548;0.085112106;758388;308546;0.41;0.491956624;;;;0.19;0.38;0.4;311.02;34229.13
35;São Bernardo do Campo;2007;43.63;67712;0.088530009;764848;314572;0.41;0.499816957;;;;0.26;0.5;0.41;378.24;41968.26
35;São Bernardo do Campo;2008;42.52;71203;0.092303963;771397;320629;0.42;0.507951159;;;;0.3;0.47;0.4;466.27;48285.93
35;São Bernardo do Campo;2009;44.29;74998;0.096389289;778074;326677;0.42;0.516242671;;;;0.12;0.33;0.41;449.74;45782.56
35;São Bernardo do Campo;2010;42.53;78972;0.100640376;784695;332718;0.42;0.524649705;0.805;;90.26;0.15;0.32;0.41;586.94;55636.3
35;São Bernardo do Campo;2011;43.07;83252;0.105273673;790815;337641;0.43;0.53222688;;;;0.16;0.34;0.42;776.32;60364.82
35;São Bernardo do Campo;2012;43.41;87696;0.110033313;796995;342578;0.43;0.539870388;;;;0.63;0.89;0.44;905.52;58420.12
35;São Bernardo do Campo;2013;40.73;92311;0.114940339;803121;347393;0.43;0.547494089;;;;0.72;0.94;0.42;863.33;62491.51
35;São Bernardo do Campo;2014;41.01;97115;0.120006179;809250;351987;0.43;0.554960766;;;;0.65;1.04;0.43;948.3;60383.02
35;São Bernardo do Campo;2015;42.84;102099;0.125194814;815521;356217;0.44;0.561991659;;;;0.65;1.16;0.44;1033.26;53083.96
35;São Bernardo do Campo;2016;45.3;107223;0.130509242;821574;360081;0.44;0.568791125;;;;0.63;1.12;0.44;1083.49;54331.37
35;São Bernardo do Campo;2017;46.36;112514;0.135983863;827407;363640;0.44;0.575477365;;;;0.67;1.26;0.44;1085.06;55875.28
35;São Bernardo do Campo;2018;46.11;117951;0.141557054;833240;366848;0.44;0.581823964;;;;0.66;1.46;0.43;1142.32;
35;São Bernardo do Campo;2019;46.08;123476;0.147181668;838936;369685;0.44;0.587841027;;;;0.65;1.31;0.44;1114.57;
35;São Bernardo do Campo;2020;46.41;129080;0.152850916;844483;372137;0.44;0.593519349;;;;0.95;1.57;0.44;;
36;São Caetano do Sul;2000;38.66;22817;0.159856797;142734;58721;0.41;0.571258425;0.74;;99.44;;;;169.8;
36;São Caetano do Sul;2001;40.11;23338;0.162188833;143894;59465;0.41;0.575444424;;;;;;;198.16;
36;São Caetano do Sul;2002;43.8;23840;0.164437608;144979;60226;0.42;0.579849495;;;;;;;257.21;44594.21
36;São Caetano do Sul;2003;46.16;24348;0.166741998;146022;61004;0.42;0.584514662;;;;;;;324.05;53940.78
36;São Caetano do Sul;2004;43.49;24880;0.1691907;147053;61789;0.42;0.589372539;;;;;;;452.76;57490.68
36;São Caetano do Sul;2005;41.7;25460;0.17193409;148080;62569;0.42;0.594469206;;;;1.22;1.11;0.68;474.03;74134.35
36;São Caetano do Sul;2006;39.08;25978;0.174257771;149078;63386;0.43;0.599444586;;;;1.21;1.19;1.07;610.2;78690.44
36;São Caetano do Sul;2007;36.89;26566;0.177054731;150044;64179;0.43;0.604789262;;;;1.2;1.17;1;674.42;80566.79
36;São Caetano do Sul;2008;35.85;27281;0.180640163;151024;64941;0.43;0.610644666;;;;1.44;1.59;0.79;851.58;93341.14
36;São Caetano do Sul;2009;36.54;28116;0.184945699;152023;65659;0.43;0.616847451;;;;1.43;1.84;0.72;836.74;90704.91
36;São Caetano do Sul;2010;36.35;28992;0.189474097;153013;66369;0.43;0.623221556;0.805;;99.85;1.42;2.05;0.78;976.61;81812.07
36;São Caetano do Sul;2011;32.98;29807;0.193641224;153929;67155;0.44;0.629913791;;;;0.97;1.95;0.91;1243.1;88846.74
36;São Caetano do Sul;2012;31.02;30681;0.198129839;154853;67930;0.44;0.636803937;;;;1.05;2.14;0.9;1425.98;100797.8
36;São Caetano do Sul;2013;28.74;31613;0.202947955;155769;68668;0.44;0.643780213;;;;1.2;2.2;0.9;1237.41;106327.36
36;São Caetano do Sul;2014;30.88;32602;0.208072195;156686;69346;0.44;0.650651622;;;;1.16;2.3;0.89;1527.19;103337.53
36;São Caetano do Sul;2015;31.66;33644;0.213444653;157624;69956;0.44;0.657260316;;;;1.15;1.67;0.89;1681.8;89149.14
36;São Caetano do Sul;2016;30.02;34661;0.218640005;158530;70440;0.44;0.662972308;;;;1.16;1.87;0.88;1863.07;85986.03
36;São Caetano do Sul;2017;38.01;35739;0.224206723;159402;70854;0.44;0.668705537;;;;1.15;1.94;0.88;1627.92;86881.6
36;São Caetano do Sul;2018;35.03;36864;0.230004679;160275;71193;0.44;0.674197473;;94.82;;1.14;1.8;0.94;2077.75;
36;São Caetano do Sul;2019;34.73;38025;0.235993967;161127;71466;0.44;0.679532294;;;;1.1;2.15;0.87;2301.27;
36;São Caetano do Sul;2020;36.99;39211;0.242107473;161957;71651;0.44;0.684515026;;;;1.09;2.7;0.86;;
37;São Lourenço da Serra;2000;87.92;888;0.071480319;12423;4116;0.33;0.402801256;0.82;;15.5;;;;187.91;
37;São Lourenço da Serra;2001;86.63;922;0.072960355;12637;4287;0.34;0.412202263;;;;;;;184.08;
37;São Lourenço da Serra;2002;86.58;955;0.074388534;12838;4454;0.35;0.42132731;;;;;;;197.18;9626.15
37;São Lourenço da Serra;2003;86.77;988;0.0758192;13031;4623;0.35;0.430588596;;;;;;;239.27;11040.03
37;São Lourenço da Serra;2004;84.25;1027;0.077673574;13222;4796;0.36;0.44040236;;;;;;;289.33;12023.23
37;São Lourenço da Serra;2005;72.94;1065;0.079406502;13412;4968;0.37;0.449821056;;;;0;0.45;0;260.89;11651.81
37;São Lourenço da Serra;2006;71.83;1137;0.083627538;13596;5087;0.37;0.457781701;;;;0;1.18;0;307.95;11862.22
37;São Lourenço da Serra;2007;71.61;1211;0.087912886;13775;5202;0.38;0.465553539;;;;0;0.65;0;300.02;11240.39
37;São Lourenço da Serra;2008;75.4;1288;0.092290054;13956;5320;0.38;0.473488105;;;;0;0.21;2.15;326.08;10117.98
37;São Lourenço da Serra;2009;80.39;1374;0.097164274;14141;5437;0.38;0.481649105;;;;0;0.21;2.83;285.56;10750.63
37;São Lourenço da Serra;2010;80.08;1462;0.102066462;14324;5555;0.39;0.489877129;0.862;;44.56;0;0.7;2.79;366.01;15281.87
37;São Lourenço da Serra;2011;80.44;1532;0.105706203;14493;5695;0.39;0.498654523;;;;0;0.48;2.76;457.09;15490.38
37;São Lourenço da Serra;2012;84.56;1604;0.109383524;14664;5836;0.4;0.507364975;;;;0;0.27;2.73;551.96;12857.97
37;São Lourenço da Serra;2013;85.07;1682;0.113388162;14834;5974;0.4;0.516111635;;;;0;0.2;2.7;478.31;15415.2
37;São Lourenço da Serra;2014;85.75;1762;0.117443178;15003;6111;0.41;0.524761714;;;;0;0.33;2.67;601.25;14565.47
37;São Lourenço da Serra;2015;86.47;1844;0.121499638;15177;6238;0.41;0.532516308;;;;0;0.26;2.64;608.45;13790.22
37;São Lourenço da Serra;2016;88.36;1937;0.126238269;15344;6372;0.42;0.541514599;;;;0;0.78;2.61;689.71;13245.39
37;São Lourenço da Serra;2017;88.79;2036;0.131304011;15506;6500;0.42;0.550496582;;;;0;0.64;2.58;550.69;13708.52
37;São Lourenço da Serra;2018;88.92;2134;0.136209868;15667;6623;0.42;0.558945554;;;;0;0.38;2.55;730.97;
