id;Município;Ano;COB_SUS;POP_60+;pop_60_porc;POP_TOT;POP_3059;pop_3059_porc;pop_ratio;IDH_MUN;COB_BFA;COB_SAN;LEIT_porc_MUN;MED_porc_MUN;UBS_porc_MUN;DESP_CAP;PIB_CAP
17;Itapevi;2002;87.91;7993;0.045873245;174241;57870;0.33;0.377999438;;;;;;;99.45;6264.26
17;Itapevi;2003;87.64;8432;0.047281006;178338;60082;0.34;0.384180601;;;;;;;110.22;7649.25
17;Itapevi;2004;86.42;8889;0.048736492;182389;62308;0.34;0.390357971;;;;;;;129.12;8891.94
17;Itapevi;2005;84.22;9382;0.050325598;186426;64556;0.35;0.396607769;;0.02;;0;0.23;0;131.15;9940.98
17;Itapevi;2006;81.8;10017;0.052624666;190348;66885;0.35;0.404007397;;;;0;0.29;0;146.09;10867.59
17;Itapevi;2007;79.21;10678;0.055000129;194145;69218;0.36;0.411527467;;;;0;0.25;0;204.88;10847.25
17;Itapevi;2008;74.77;11393;0.057541857;197995;71580;0.36;0.419066138;;25.76;;0;0.28;0.61;239.63;14501.28
17;Itapevi;2009;74.53;12161;0.060226524;201921;73970;0.37;0.426557911;;;;0;0.27;0.59;282.03;18505.13
17;Itapevi;2010;72.21;12953;0.062935772;205813;76355;0.37;0.433927886;0.735;30.07;74.44;0;0.34;0.58;330.89;26046.74
17;Itapevi;2011;70.68;13790;0.065851364;209411;78593;0.38;0.441156386;;;;0;0.32;0.57;416.94;29005.23
17;Itapevi;2012;70.89;14651;0.068769832;213044;80839;0.38;0.44821727;;;;0;0.37;0.56;486.78;34144.05
17;Itapevi;2013;70.43;15541;0.071734866;216645;83061;0.38;0.455131667;;;;0;0.42;0.6;506.57;37165.73
17;Itapevi;2014;70.33;16463;0.074747557;220248;85225;0.39;0.461697723;;;;0;0.51;0.64;620.26;45527.83
17;Itapevi;2015;71.92;17413;0.077759171;223935;87315;0.39;0.467671423;;40.3;;0;0.46;0.63;586.85;49964.05
17;Itapevi;2016;74.07;18512;0.081373932;227493;89318;0.39;0.473992606;;;;0;0.44;0.62;603.43;50662.91
17;Itapevi;2017;74.7;19634;0.085024381;230922;91227;0.4;0.480079854;;;;0;0.52;0.65;606.77;51268.76
17;Itapevi;2018;75.36;20781;0.088674302;234352;93045;0.4;0.485705264;;54.36;;0;0.49;0.64;702.23;
17;Itapevi;2019;76.11;21935;0.092280185;237700;94747;0.4;0.49087926;;;;0;0.5;0.63;784.23;
17;Itapevi;2020;76.39;23096;0.095849536;240961;96331;0.4;0.495627923;;;;0;0.5;0.62;;
18;Itaquaquecetuba;2000;88.5;10962;0.039437755;277957;90377;0.33;0.36458517;0.592;;67.38;;;;43.55;
18;Itaquaquecetuba;2001;86.52;11642;0.041019967;283813;93658;0.33;0.371018946;;;;;;;50.58;
18;Itaquaquecetuba;2002;86.87;12316;0.042572755;289293;96906;0.33;0.377548022;;;;;;;63.31;3959.08
18;Itaquaquecetuba;2003;86.83;12998;0.044127582;294555;100136;0.34;0.384084466;;;;;;;73.46;4464.03
18;Itaquaquecetuba;2004;85.68;13709;0.045733101;299761;103381;0.34;0.390611187;;;;;;;72.49;4930.69
18;Itaquaquecetuba;2005;84.85;14470;0.047450869;304947;106671;0.35;0.397252637;;0.06;;0.1;0.45;0.39;70.82;5399.8
18;Itaquaquecetuba;2006;82.38;15448;0.049834669;309985;109861;0.35;0.404242141;;;;0.1;0.38;0.39;92.74;6250.55
18;Itaquaquecetuba;2007;79.91;16476;0.052327354;314864;113068;0.36;0.411428426;;;;0.1;0.27;0.38;108.83;7245.68
18;Itaquaquecetuba;2008;77.48;17584;0.054982646;319810;116315;0.36;0.418682968;;99.9;;0.09;0.25;0.47;129.99;7863.74
18;Itaquaquecetuba;2009;81;18770;0.057779803;324854;119592;0.37;0.425920567;;;;0.09;0.16;0.46;127.16;8641.79
18;Itaquaquecetuba;2010;80.34;20001;0.060635918;329854;122862;0.37;0.4331098;0.714;34.68;71.33;0;0.28;0.49;137.01;10028.33
18;Itaquaquecetuba;2011;78.92;21468;0.064183977;334476;125797;0.38;0.440285701;;;;0;0.29;0.48;194.58;11311.91
18;Itaquaquecetuba;2012;77.99;22978;0.067752931;339144;128737;0.38;0.44734685;;;;0;0.32;0.53;210.99;12304.08
18;Itaquaquecetuba;2013;76.77;24527;0.071346914;343771;131641;0.38;0.454279157;;;;0;0.25;0.49;223.67;14529.77
18;Itaquaquecetuba;2014;76.52;26125;0.074985649;348400;134457;0.39;0.460912744;;;;0;0.25;0.52;284.58;17291.14
18;Itaquaquecetuba;2015;77.82;27773;0.078646754;353136;137141;0.39;0.46699855;;46.99;;0;0.35;0.54;261.56;18536.74
18;Itaquaquecetuba;2016;79;29744;0.083151621;357708;139866;0.39;0.474157693;;;;0;0.36;0.53;360.34;18598.66
18;Itaquaquecetuba;2017;79.47;31756;0.087696382;362113;142467;0.39;0.481128819;;;;0;0.36;0.52;306;19500.03
18;Itaquaquecetuba;2018;78.77;33799;0.092216229;366519;144920;0.4;0.487611829;;58.44;;0;0.34;0.55;319.4;
18;Itaquaquecetuba;2019;79.2;35864;0.096715127;370821;147207;0.4;0.493691026;;;;0;0.34;0.54;379.02;
18;Itaquaquecetuba;2020;79.22;37934;0.101154366;375011;149321;0.4;0.49933202;;;;0.05;0.3;0.51;;
19;Jandira;2000;84.57;3753;0.040141613;93494;31775;0.34;0.380002995;0.667;;77.14;;;;53.13;
19;Jandira;2001;82.42;3991;0.041800643;95477;32970;0.35;0.387119411;;;;;;;58.84;
19;Jandira;2002;82.22;4223;0.043387581;97332;34153;0.35;0.394279374;;;;;;;142.6;8464.48
19;Jandira;2003;81.06;4459;0.044988599;99114;35329;0.36;0.401436729;;;;;;;163.47;9975.12
19;Jandira;2004;78.11;4704;0.046631046;100877;36517;0.36;0.408626347;;;;;;;142.93;11099.55
19;Jandira;2005;74.89;4967;0.04839574;102633;37718;0.37;0.41589937;;;;0.68;0.72;0;155.44;11998.57
19;Jandira;2006;73.1;5315;0.050939725;104339;38878;0.37;0.423552075;;;;0.67;0.49;0;178.7;12419.81
19;Jandira;2007;71.16;5678;0.053570586;105991;40044;0.38;0.431376249;;;;0.66;0.48;0;196.99;14771.53
19;Jandira;2008;69.21;6067;0.056350718;107665;41227;0.38;0.439269958;;;;0.65;0.3;0.84;249.74;16208.32
19;Jandira;2009;68.39;6488;0.059319942;109373;42417;0.39;0.447139605;;;;0.64;0.23;0.82;235.4;16169.01
19;Jandira;2010;65.81;6918;0.062287289;111066;43615;0.39;0.454981723;0.76;;83.5;0.63;0.26;0.9;238.19;18938.49
19;Jandira;2011;64.06;7457;0.06620735;112631;44745;0.4;0.463478083;;;;0.28;0.19;0.89;286.27;20419.33
19;Jandira;2012;64.84;8011;0.070142105;114211;45884;0.4;0.471889748;;;;0.39;0.47;0.79;307.5;21703.05
19;Jandira;2013;63.32;8577;0.074081432;115778;47009;0.41;0.480108483;;;;0.38;0.34;0.78;356.53;23375.57
19;Jandira;2014;62.77;9162;0.078077464;117345;48109;0.41;0.488056585;;;;0.22;0.62;0.77;462.91;28973.81
19;Jandira;2015;65.18;9763;0.082077193;118949;49162;0.41;0.495380373;;;;0.22;0.54;0.76;485.64;26982.58
19;Jandira;2016;67.69;10438;0.086624563;120497;50124;0.42;0.502601725;;;;0;0.51;0.91;578.76;30293.94
19;Jandira;2017;69.28;11125;0.091196747;121989;51041;0.42;0.509603325;;;;0;0.61;0.9;604.33;33849.88
19;Jandira;2018;69.8;11824;0.095755622;123481;51902;0.42;0.516079397;;;;0;0.4;0.89;394.53;
19;Jandira;2019;70.04;12528;0.100274538;124937;52706;0.42;0.522135156;;;;0;0.4;0.88;481.21;
19;Jandira;2020;70.38;13237;0.104759568;126356;53452;0.42;0.527786571;;;;0.08;0.55;0.87;;
20;Juquitiba;2000;96.16;1935;0.071812952;26945;8451;0.31;0.385451846;0.667;;90.02;;;;114.29;
20;Juquitiba;2001;95.55;1997;0.073340923;27229;8747;0.32;0.394579309;;;;;;;136.68;
20;Juquitiba;2002;95.04;2059;0.074889067;27494;9042;0.33;0.403760821;;;;;;;140.83;7614.82
20;Juquitiba;2003;94.91;2121;0.076435187;27749;9340;0.34;0.413023893;;;;;;;193.42;7734.73
20;Juquitiba;2004;94.95;2187;0.078104353;28001;9641;0.34;0.422413485;;;;;;;198.44;9534.57
20;Juquitiba;2005;94.35;2262;0.080065128;28252;9941;0.35;0.431934022;;;;0.85;0.64;0.71;223.19;10044.62
20;Juquitiba;2006;93.54;2369;0.083131558;28497;10160;0.36;0.439660315;;;;0.84;0.46;1.05;201.13;9418.22
20;Juquitiba;2007;92.94;2486;0.086520725;28733;10379;0.36;0.447743013;;;;0.84;0.38;1.04;254.92;10643.11
20;Juquitiba;2008;92.31;2613;0.090190529;28972;10596;0.37;0.45592296;;;;0.83;0.52;1.04;301.55;10091.44
20;Juquitiba;2009;93.38;2747;0.094020604;29217;10816;0.37;0.464216039;;;;0.82;0.31;2.05;267.32;9373.37
20;Juquitiba;2010;93.28;2891;0.098136393;29459;11034;0.37;0.472690858;0.76;;95.08;0.81;0.17;2.04;337.63;10440.65
20;Juquitiba;2011;92.03;3007;0.101303777;29683;11261;0.38;0.480679177;;;;0.81;0.4;2.02;367.79;11347.63
20;Juquitiba;2012;91.68;3131;0.104684209;29909;11486;0.38;0.488715771;;;;0.8;0.4;2.01;435.72;12183.43
20;Juquitiba;2013;91.77;3259;0.108153851;30133;11708;0.39;0.496697972;;;;0;0.27;1.99;406.34;14087.98
20;Juquitiba;2014;91.99;3394;0.111802879;30357;11922;0.39;0.504529433;;;;0;0.4;1.98;432.8;14489.04
20;Juquitiba;2015;92.15;3537;0.115637362;30587;12126;0.4;0.512080296;;;;0;0.29;1.96;453.2;14978.84
20;Juquitiba;2016;92.2;3682;0.119514412;30808;12343;0.4;0.520157102;;;;0;0.36;1.95;522.57;15191.81
20;Juquitiba;2017;92.58;3832;0.12352524;31022;12550;0.4;0.528076849;;;;0;0.71;1.93;591.42;16263.83
20;Juquitiba;2018;92.87;3989;0.1277093;31235;12745;0.41;0.535745158;;69.46;;0;0.51;1.92;676.67;
20;Juquitiba;2019;93.95;4147;0.131885256;31444;12926;0.41;0.542965272;;;;0;0.48;2.23;784.39;
20;Juquitiba;2020;94.06;4307;0.136099349;31646;13098;0.41;0.54999052;;;;0;0.41;2.53;;
21;Mairiporã;2000;81.63;4534;0.074066814;61215;21890;0.36;0.431658907;0.583;;30.73;;;;114.67;
21;Mairiporã;2001;83.78;4793;0.075276417;63672;23160;0.36;0.43901558;;;;;;;131.82;
21;Mairiporã;2002;83.51;5040;0.076397205;65971;24394;0.37;0.446165739;;;;;;;153.73;6367.18
21;Mairiporã;2003;83.86;5286;0.077531205;68179;25606;0.38;0.453101395;;;;;;;149.14;7016.55
21;Mairiporã;2004;81.51;5543;0.078776079;70364;26815;0.38;0.45986584;;;;;;;156.63;8122.73
21;Mairiporã;2005;79.38;5816;0.080176454;72540;28033;0.39;0.46662531;;;;0;0.22;0.28;169.8;8654.31
21;Mairiporã;2006;78.29;6207;0.083143569;74654;29256;0.39;0.475031479;;;;0;0.29;0.94;191.77;8987.01
21;Mairiporã;2007;77.82;6614;0.086230949;76701;30468;0.4;0.483461754;;;;0;0.3;1.17;228.67;9698.61
21;Mairiporã;2008;76.28;7056;0.089570428;78776;31686;0.4;0.491799533;;;;0;0.33;1.02;252.09;10451.72
21;Mairiporã;2009;76.89;7525;0.093025268;80892;32921;0.41;0.5;;;;0;0.32;0.99;307.84;12053.65
21;Mairiporã;2010;75.67;8013;0.096553802;82990;34140;0.41;0.507928666;0.709;;38.12;0;0.25;0.96;327.46;13821.16
21;Mairiporã;2011;74.81;8460;0.099612618;84929;35322;0.42;0.515512958;;;;0;0.26;1.06;370.72;14965.34
21;Mairiporã;2012;74.54;8923;0.102695424;86888;36504;0.42;0.522822484;;;;0;0.22;1.15;440.38;15378.88
21;Mairiporã;2013;75.26;9406;0.105888843;88829;37664;0.42;0.529894516;;;;0;0.24;1.46;457.98;16804.69
21;Mairiporã;2014;75.16;9903;0.109098721;90771;38808;0.43;0.53663615;;;;0;0.28;1.43;530.52;17148.31
21;Mairiporã;2015;75.97;10421;0.112344894;92759;39930;0.43;0.542815252;;;;0;0.28;1.4;529.76;17194.82
21;Mairiporã;2016;78.08;11005;0.116237312;94677;41109;0.43;0.550439917;;;;0;0.3;1.48;589.04;17847.51
21;Mairiporã;2017;79.06;11600;0.12017612;96525;42240;0.44;0.557782958;;;;0;0.28;1.45;511.63;18376.92
21;Mairiporã;2018;80.4;12212;0.124138492;98374;43334;0.44;0.564641064;;53.58;;0;0.27;1.42;579.85;
21;Mairiporã;2019;81.48;12827;0.128040807;100179;44369;0.44;0.570938021;;;;0;0.26;1.5;614.91;
21;Mairiporã;2020;81.82;13446;0.131905;101937;45355;0.44;0.576836674;;;;0;0.39;1.47;;
22;Mauá;2000;54.17;20830;0.056286801;370069;131826;0.36;0.412506857;0.682;;75.44;;;;112.68;
22;Mauá;2001;56.68;21940;0.058265216;376554;135802;0.36;0.418909373;;;;;;;124.22;
22;Mauá;2002;62.06;23046;0.060231612;382623;139749;0.37;0.425471025;;;;;;;134.07;10366.14
22;Mauá;2003;69.12;24159;0.062193172;388451;143684;0.37;0.432082811;;;;;;;161.83;12177.18
22;Mauá;2004;70.25;25330;0.064254114;394216;147641;0.37;0.438772145;;;;;;;170.31;13334.53
22;Mauá;2005;68;26586;0.066471813;399959;151648;0.38;0.445630677;;;;0.35;0.57;0.55;188.01;14109.1
22;Mauá;2006;62.7;28031;0.069120356;405539;155635;0.38;0.452893556;;;;0.34;0.51;0.54;251.82;15021.19
22;Mauá;2007;60.27;29564;0.071942026;410942;159633;0.39;0.460398304;;;;0.34;0.7;0.56;288.96;15884.32
22;Mauá;2008;57.46;31238;0.075015609;416420;163667;0.39;0.468049085;;;;0.33;0.78;0.55;341.8;17865.47
22;Mauá;2009;57.59;33049;0.078314238;422005;167726;0.4;0.475764505;;;;0.41;0.76;0.55;325.23;19281.65
22;Mauá;2010;59.1;34937;0.081715757;427543;171784;0.4;0.483509261;0.788;;90.36;0.42;0.87;0.54;409.7;22380.6
22;Mauá;2011;58.34;37058;0.085651155;432662;175681;0.41;0.491697907;;;;0.41;0.88;0.58;391.18;23300.41
22;Mauá;2012;57.28;39250;0.089646462;437831;179595;0.41;0.499838979;;;;0.41;0.74;0.64;413.56;21831.57
22;Mauá;2013;53.91;41525;0.093745414;442955;183465;0.41;0.507929699;;;;0.53;0.38;0.56;498.98;24391.69
22;Mauá;2014;54.96;43884;0.097937431;448082;187205;0.42;0.515729264;;;;0.58;0.46;0.56;561.25;25727.55
22;Mauá;2015;57.19;46327;0.102193339;453327;190772;0.42;0.523019807;;;;0.47;0.81;0.53;616.6;27207.82
22;Mauá;2016;58.36;49037;0.106976592;458390;194348;0.42;0.530956173;;;;0.53;0.89;0.52;598.15;32753.51
22;Mauá;2017;60.35;51818;0.111852941;463269;197756;0.43;0.538723722;;;;0.41;0.96;0.52;609.14;36360.81
22;Mauá;2018;60.18;54662;0.11676222;468148;200961;0.43;0.546030315;;66.81;;0.4;0.81;0.53;605.87;
22;Mauá;2019;59.96;57544;0.121680143;472912;203957;0.43;0.552959113;;;;0.4;1.09;0.53;621.79;
22;Mauá;2020;60.04;60448;0.126578886;477552;206714;0.43;0.559440647;;;;0.4;1.14;0.54;;
23;Mogi das Cruzes;2000;75.53;26087;0.077568546;336309;119311;0.35;0.432334549;0.664;;80.05;;;;46.28;
23;Mogi das Cruzes;2001;75.45;27225;0.079323225;343216;123147;0.36;0.438126428;;;;;;;51.04;
23;Mogi das Cruzes;2002;72.8;28338;0.081039808;349680;126946;0.36;0.444074582;;;;;;;66.08;10237.73
23;Mogi das Cruzes;2003;72.79;29454;0.082762225;355887;130722;0.37;0.450075445;;;;;;;79.89;11311.65
23;Mogi das Cruzes;2004;71.7;30627;0.084598663;362027;134509;0.37;0.456142774;;;;;;;98.65;12652.87
23;Mogi das Cruzes;2005;70.64;31889;0.086620996;368144;138326;0.38;0.462359837;;;;0;0.15;0;111.24;12918.82
23;Mogi das Cruzes;2006;68;33312;0.089048804;374087;142195;0.38;0.469160917;;;;0;0.29;0;116.58;13579.86
23;Mogi das Cruzes;2007;65.9;34830;0.091696262;379841;146049;0.38;0.476196619;;;;0;0.34;0;138.73;16162.75
23;Mogi das Cruzes;2008;62.24;36516;0.094680509;385676;149921;0.39;0.483403167;;;;0.02;0.34;0.86;219.45;19233.66
23;Mogi das Cruzes;2009;60.5;38368;0.097971524;391624;153795;0.39;0.490682389;;;;0;0.31;0.87;254.32;20550.98
23;Mogi das Cruzes;2010;57.49;40294;0.101362943;397522;157648;0.4;0.497939737;0.766;;82.31;0;0.33;0.73;308.13;24247.04
23;Mogi das Cruzes;2011;63.38;42249;0.104842992;402974;161298;0.4;0.505111992;;;;0;0.34;0.92;308.7;25944.39
23;Mogi das Cruzes;2012;63.88;44291;0.108429075;408479;164942;0.4;0.512224619;;;;0;0.38;0.95;377.08;28112.88
23;Mogi das Cruzes;2013;62.05;46420;0.112142669;413937;168519;0.41;0.519255346;;;;0;0.4;0.94;393.62;32078.35
23;Mogi das Cruzes;2014;62.36;48636;0.115966495;419397;171975;0.41;0.526019499;;;;0.05;0.4;0.91;456.46;32823.39
23;Mogi das Cruzes;2015;64.28;50948;0.119882442;424983;175275;0.41;0.532310704;;;;0.16;0.49;0.92;545.48;34570.59
23;Mogi das Cruzes;2016;66.27;53521;0.1243587;430376;178505;0.41;0.539123929;;;;0.15;0.6;0.93;602.67;35081.71
23;Mogi das Cruzes;2017;67.31;56169;0.12895457;435572;181556;0.42;0.545776588;;;;0.15;0.56;0.87;608.93;34496.08
23;Mogi das Cruzes;2018;67.89;58892;0.133611937;440769;184422;0.42;0.55202158;;53.9;;0.15;0.57;0.86;637.14;
23;Mogi das Cruzes;2019;69.6;61655;0.138288901;445842;187079;0.42;0.557897192;;;;0.15;0.58;0.85;693.28;
23;Mogi das Cruzes;2020;69.43;64442;0.142955067;450785;189524;0.42;0.563386093;;;;0.06;0.72;0.84;;
24;Nova Odessa;2000;56.87;3562;0.083138829;42844;16319;0.38;0.464032303;0.705;;97.78;;;;180.01;
24;Nova Odessa;2001;60.74;3720;0.084666682;43937;16904;0.38;0.469399367;;;;;;;184.15;
24;Nova Odessa;2002;59.67;3879;0.086278609;44959;17473;0.39;0.474921595;;;;;;;199.47;13351.84
24;Nova Odessa;2003;60.06;4036;0.087849898;45942;18030;0.39;0.480301249;;;;;;;232.35;15400.94
24;Nova Odessa;2004;54.09;4201;0.089548739;46913;18596;0.4;0.485942063;;;;;;;264.33;17636.44
24;Nova Odessa;2005;47.9;4379;0.091455901;47881;19161;0.4;0.491635513;;;;0.92;0.69;0.84;254.47;17820.97
24;Nova Odessa;2006;43.79;4598;0.094180783;48821;19751;0.4;0.498740296;;;;0.9;0.43;0.82;307.64;19528.93
24;Nova Odessa;2007;45.36;4830;0.097120566;49732;20344;0.41;0.506193196;;;;0.97;0.46;0.8;384.14;20940.17
24;Nova Odessa;2008;41.92;5083;0.100345474;50655;20931;0.41;0.513552463;;;;0.99;0.53;0.79;402.46;22638.73
24;Nova Odessa;2009;39.48;5360;0.103884022;51596;21521;0.42;0.520989999;;;;0.97;0.58;0.78;445.87;26434.86
24;Nova Odessa;2010;41.04;5648;0.10752156;52529;22107;0.42;0.528374802;0.791;;96.88;0.95;0.74;0.76;478.4;31245.62
24;Nova Odessa;2011;45.88;5942;0.111290081;53392;22685;0.42;0.536166467;;;;0.94;0.81;0.75;518.83;35247.33
24;Nova Odessa;2012;47.14;6246;0.115106058;54263;23255;0.43;0.543666955;;;;0.98;0.53;0.92;658.62;37718.24
24;Nova Odessa;2013;59.29;6562;0.119036389;55126;23825;0.43;0.551228096;;;;0.96;0.67;0.91;651.94;42978.98
24;Nova Odessa;2014;58.22;6891;0.123075549;55990;24379;0.44;0.558492588;;;;0.95;1.18;0.89;703.66;48894.11
24;Nova Odessa;2015;59.3;7233;0.127175862;56874;24918;0.44;0.565302247;;;;0.93;1.02;0.88;699.91;47424.68
24;Nova Odessa;2016;60.73;7619;0.131983301;57727;25405;0.44;0.572071994;;;;0.92;0.92;0.87;806.74;53681.07
24;Nova Odessa;2017;60.69;8018;0.136945123;58549;25869;0.44;0.578780167;;;;0.91;0.99;0.85;794.07;56554.29
24;Nova Odessa;2018;60.87;8426;0.14192114;59371;26317;0.44;0.585184686;;;;0.89;0.79;0.84;905.16;
24;Nova Odessa;2019;61.67;8841;0.146923921;60174;26727;0.44;0.591085851;;;;0.88;0.8;0.83;1005.46;
24;Nova Odessa;2020;61.97;9260;0.151912855;60956;27099;0.44;0.596479428;;;;1.1;1.05;0.98;;
25;Osasco;2000;56.32;45739;0.068823505;664584;241415;0.36;0.43208082;0.705;;70.7;;;;124.92;
25;Osasco;2001;56.15;47292;0.070932645;666717;245049;0.37;0.438478395;;;;;;;115.39;
25;Osasco;2002;61.51;48855;0.073058138;668714;248858;0.37;0.445202284;;;;;;;124.26;18911.9
25;Osasco;2003;63.72;50458;0.075239588;670631;252781;0.38;0.452169673;;;;;;;157.6;21485.18
25;Osasco;2004;61.09;52173;0.077577439;672528;256780;0.38;0.459390538;;;;;;;161.76;24595.36
25;Osasco;2005;59.92;54051;0.080144777;674417;260855;0.39;0.466930697;;;;0.4;0.75;0.55;194.86;29483.79
25;Osasco;2006;57.16;55979;0.082778191;676253;264410;0.39;0.473770911;;;;0.4;0.78;0.55;202.25;31618.93
25;Osasco;2007;54.38;58103;0.085693722;678031;268067;0.4;0.481054701;;;;0.51;0.85;0.55;270.58;36775.84
25;Osasco;2008;50.95;60506;0.089001269;679833;271710;0.4;0.488672954;;;;0.48;0.94;0.53;325.09;48749.19
25;Osasco;2009;50.74;63154;0.092646002;681670;275336;0.4;0.496559919;;;;0.41;0.79;0.53;374.39;55554.69
25;Osasco;2010;50.19;65943;0.096479549;683492;278961;0.41;0.504620391;0.791;;83.76;0.4;0.85;0.59;424.23;65254.15
25;Osasco;2011;50.08;68732;0.100312912;685176;282281;0.41;0.512296111;;;;0.55;0.97;0.58;537.76;71291.65
25;Osasco;2012;50.06;71658;0.104324355;686877;285569;0.42;0.520074191;;;;0.55;0.98;0.6;572.46;74810.76
25;Osasco;2013;48.62;74731;0.108531984;688562;288800;0.42;0.527956814;;;;0.54;0.97;0.58;582.71;81047.95
25;Osasco;2014;48.43;77950;0.112930261;690249;291816;0.42;0.535699436;;;;0.54;1.04;0.58;731.56;90569.88
25;Osasco;2015;50.4;81302;0.117492854;691974;294505;0.43;0.543094105;;;;0.56;0.97;0.56;731.94;97945.17
25;Osasco;2016;52.68;84781;0.122226227;693640;296576;0.43;0.549790958;;;;0.56;1.04;0.55;806.57;112198.13
25;Osasco;2017;52.93;88415;0.127170997;695245;298454;0.43;0.556449885;;;;0.54;0.98;0.55;813.89;115226.82
25;Osasco;2018;53.71;92164;0.132258018;696850;300031;0.43;0.562811222;;83.07;;0.54;1.04;0.55;815.12;
25;Osasco;2019;54.72;96000;0.137453502;698418;301337;0.43;0.568910022;;;;0.54;1.12;0.54;989.84;
25;Osasco;2020;54.69;99893;0.142715703;699944;302383;0.43;0.574725978;;;;0.65;1.15;0.54;;
26;Pirapora do Bom Jesus;2000;95.34;747;0.059177692;12623;3893;0.31;0.367582983;0.621;;61.76;;;;124.85;
26;Pirapora do Bom Jesus;2001;95.62;784;0.060224305;13018;4082;0.31;0.373790137;;;;;;;154.09;
26;Pirapora do Bom Jesus;2002;95.31;822;0.061393681;13389;4277;0.32;0.380835014;;;;;;;200.68;7146.73
26;Pirapora do Bom Jesus;2003;94.87;859;0.0625;13744;4464;0.32;0.387296275;;;;;;;210.97;7407.19
26;Pirapora do Bom Jesus;2004;87.17;899;0.063776958;14096;4655;0.33;0.394012486;;;;;;;201.05;11177.88
26;Pirapora do Bom Jesus;2005;85.14;940;0.065069916;14446;4848;0.34;0.400664544;;;;0;0.48;0;241.3;13207.2
26;Pirapora do Bom Jesus;2006;84.25;982;0.066414176;14786;5048;0.34;0.407818206;;;;0;0.47;0;257.73;20692.24
26;Pirapora do Bom Jesus;2007;82.67;1029;0.068073564;15116;5245;0.35;0.415056893;;;;0;0.79;0;282.82;24655.28
26;Pirapora do Bom Jesus;2008;83.99;1078;0.069773463;15450;5442;0.35;0.422006472;;;;0;0.52;3.24;368.23;25304.01
26;Pirapora do Bom Jesus;2009;73.04;1133;0.071754275;15790;5644;0.36;0.429195693;;;;0;0.82;2.53;300.93;23213.25
26;Pirapora do Bom Jesus;2010;67.08;1189;0.073722718;16128;5844;0.36;0.436073909;0.727;;63.82;0;0.68;2.48;356.26;22872.29
26;Pirapora do Bom Jesus;2011;72.69;1250;0.076034063;16440;6015;0.37;0.441909976;;;;0;0.24;3.04;437.09;27503.65
26;Pirapora do Bom Jesus;2012;76.75;1314;0.078424351;16755;6184;0.37;0.447508207;;;;0;0.3;2.98;474.37;26030.72
26;Pirapora do Bom Jesus;2013;79.57;1383;0.081028826;17068;6349;0.37;0.453011483;;;;0;0.23;2.93;543.62;26432.46
26;Pirapora do Bom Jesus;2014;82.4;1451;0.083481963;17381;6513;0.37;0.458201484;;;;0;0.52;2.88;593.02;22400.01
26;Pirapora do Bom Jesus;2015;83.77;1523;0.086045198;17700;6670;0.38;0.462881356;;;;0;0.62;2.82;542.45;17101.13
26;Pirapora do Bom Jesus;2016;84.19;1594;0.0885113;18009;6855;0.38;0.469154312;;;;0;0.56;2.78;634.56;20819.56
26;Pirapora do Bom Jesus;2017;85.18;1668;0.091112689;18307;7032;0.38;0.475228055;;;;0;0.66;2.73;580.69;22175.15
26;Pirapora do Bom Jesus;2018;85.15;1744;0.093743281;18604;7205;0.39;0.481025586;;;;0;0.7;2.69;642.13;
26;Pirapora do Bom Jesus;2019;85.64;1820;0.096321778;18895;7368;0.39;0.486266208;;;;0;0.69;2.65;711.19;
26;Pirapora do Bom Jesus;2020;85.62;1898;0.098967567;19178;7523;0.39;0.491239962;;;;0;0.73;2.61;;
27;Poá;2000;81.72;6154;0.063078484;97561;34452;0.35;0.416211396;0.621;;87.43;;;;64.79;
27;Poá;2001;82.12;6362;0.064382938;98815;35315;0.36;0.42176795;;;;;;;78.18;
27;Poá;2002;81.47;6569;0.065697227;99989;36183;0.36;0.427567032;;;;;;;102.61;22564.55
27;Poá;2003;82.6;6779;0.067041813;101116;37050;0.37;0.433452668;;;;;;;121.25;25502.42
27;Poá;2004;81.63;7003;0.068501726;102231;37930;0.37;0.439524215;;;;;;;148.41;32364.75
27;Poá;2005;79.88;7247;0.070126376;103342;38817;0.38;0.44574326;;;;0.14;0.4;0.19;173.58;33641.11
27;Poá;2006;75.06;7608;0.072858908;104421;39700;0.38;0.453050632;;;;0.13;0.37;0.96;207.95;34540.17
27;Poá;2007;71.62;7996;0.075815903;105466;40589;0.38;0.460669789;;;;0.13;0.39;0;251.16;28957.79
27;Poá;2008;69.74;8420;0.079041736;106526;41481;0.39;0.46843963;;;;0.23;0.52;0.94;303.2;33106.29
27;Poá;2009;72.23;8878;0.082504693;107606;42374;0.39;0.476293144;;;;0.22;0.4;1.49;373.48;30901.12
27;Poá;2010;71.98;9356;0.086089973;108677;43268;0.4;0.484223893;0.727;;94.54;0.22;0.4;1.47;409.66;37033.45
27;Poá;2011;72.01;9839;0.089717053;109667;44058;0.4;0.491460512;;;;0.13;0.42;1.46;501.65;39609.01
27;Poá;2012;72.51;10340;0.093433454;110667;44848;0.41;0.498685245;;;;0.19;0.44;1.45;549.24;36043.11
27;Poá;2013;71.36;10860;0.09726128;111658;45624;0.41;0.505866127;;;;0.19;0.51;1.25;606.71;36691.81
